date,opponent,venue,side,poss,poss_end,half,clock,mp_score,opp_score,lead,garbage,lineup,event,shot_type,result,assisted,pip,scp,pot,foul_type,bonus,ftm,fta,to_type,pts,notes
2025-11-01,LA Valley,Home,off,8,made_fg,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #14 Jozef Zlocha / #15 Parsa Kamali / #32 Ethan McLennan,shot,2pa,blocked,,,,,,,,,,0,
2025-11-01,LA Valley,Home,off,8,made_fg,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #14 Jozef Zlocha / #15 Parsa Kamali / #32 Ethan McLennan,oreb,,,,,,,,,,,,0,
2025-11-01,LA Valley,Home,off,8,made_fg,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,shot,2pa,made,1,1,,,,,,,,2,
2025-11-01,LA Valley,Home,off,9,made_fg,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,shot,2pa,made,,1,,,,,,,,2,
2025-11-01,LA Valley,Home,off,10,made_fg,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,shot,2pa,blocked,,,,,,,,,,0,
2025-11-01,LA Valley,Home,off,10,made_fg,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,oreb,,,,,,,,,,,,0,
2025-11-01,LA Valley,Home,off,10,made_fg,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,shot,2pa,made,,1,1,,,,,,,2,
2025-11-01,LA Valley,Home,off,11,turnover,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,shot,3pa,missed,,,,,,,,,,0,
2025-11-01,LA Valley,Home,off,11,turnover,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,oreb,,,,,,,,,,,,0,
2025-11-01,LA Valley,Home,off,11,turnover,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,turnover,,,,,,,,,,,deadball,0,
2025-11-01,LA Valley,Home,off,12,made_fg,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,shot,2pa,made,,1,,,,,,,,2,
2025-11-01,LA Valley,Home,off,13,made_fg,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,shot,2pa,made,1,,,,,,,,,2,
2025-11-01,LA Valley,Home,off,14,dreb,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,shot,2pa,missed,,,,,,,,,,0,
2025-11-01,LA Valley,Home,off,14,dreb,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,dreb,,,,,,,,,,,,0,
2025-11-01,LA Valley,Home,off,15,made_fg,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,shot,2pa,made,,1,,,,,,,,2,
2025-11-01,LA Valley,Home,off,16,endgame,,,,,,1,#10 Zach Bauman / #12 Dominique Brutus / #15 Parsa Kamali / #32 Ethan McLennan / #33 Tyler Hook,endgame,,,,,,,,,,,,0,
